 basin_id E0 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 E13 E14 E15 E16 E17 E18 E19 E20 E21 E22 E23 E24 E25 E26 E27 E28 E29
0 01054200 0.95627361536026 0.9103820323944092 0.7128260135650635 0.039329733699560165 0.580244243144989 0.18371829390525818 0.9950842261314392 0.3442953824996948 0.22923095524311066 0.8967748880386353 0.5334146618843079 0.42825430631637573 0.9819795489311218 0.6021959185600281 0.16459673643112183 0.6514647603034973 0.7282349467277527 0.9505909085273743 0.9911907315254211 0.4049825370311737 0.40016883611679077 0.9652210474014282 0.5932842493057251 0.5442261099815369 0.29881563782691956 0.8912032842636108 0.9566178917884827 0.7759708166122437 0.7164084911346436 0.799723207950592
1 01055000 0.8987892866134644 0.8445186614990234 0.6262896060943604 0.10755113512277603 0.49533799290657043 0.28178343176841736 0.9847764372825623 0.3055441975593567 0.280125230550766 0.834571123123169 0.4788512587547302 0.46664562821388245 0.9382637739181519 0.5829489827156067 0.24423711001873016 0.6639891862869263 0.6935209035873413 0.9389766454696655 0.9694015979766846 0.4298262596130371 0.4227328896522522 0.9364010095596313 0.5404995679855347 0.5321995615959167 0.3489706814289093 0.8349658846855164 0.9062597751617432 0.6898605823516846 0.6489885449409485 0.7086290717124939
2 01057000 0.826622724533081 0.7174724340438843 0.695071280002594 0.2064177691936493 0.4294045865535736 0.4313420355319977 0.9631345272064209 0.28859665989875793 0.29602357745170593 0.7343486547470093 0.4789675176143646 0.4135020971298218 0.8890551924705505 0.5478315353393555 0.3684399425983429 0.6191250085830688 0.6451951265335083 0.8820497393608093 0.8732060194015503 0.5441754460334778 0.6612493395805359 0.8977283239364624 0.5094258189201355 0.5850028991699219 0.33007559180259705 0.746472954750061 0.8676444888114929 0.5183283090591431 0.5792081356048584 0.6391367316246033
3 01073000 0.7971845865249634 0.6866085529327393 0.7171947956085205 0.20452125370502472 0.47421208024024963 0.46236124634742737 0.9392767548561096 0.3609740138053894 0.21355906128883362 0.7000100612640381 0.5486286878585815 0.3957604169845581 0.9099429845809937 0.49366024136543274 0.3896695673465729 0.5261024236679077 0.6217309236526489 0.8045872449874878 0.8461620807647705 0.4978449046611786 0.701481282711029 0.8691313862800598 0.5305642485618591 0.6496087312698364 0.3826081454753876 0.7169722318649292 0.891216516494751 0.4242187738418579 0.5919268131256104 0.5720202922821045
4 01078000 0.7878426313400269 0.6725369095802307 0.7085888385772705 0.2567197382450104 0.3911588788032532 0.47026312351226807 0.9668323397636414 0.28033503890037537 0.28602883219718933 0.7079026699066162 0.4836755692958832 0.40375015139579773 0.877034604549408 0.5419782996177673 0.41134825348854065 0.6023939251899719 0.6184876561164856 0.8795695900917053 0.824299693107605 0.5667623281478882 0.7231139540672302 0.8967905044555664 0.5251661539077759 0.5920527577400208 0.32469719648361206 0.703089714050293 0.866291880607605 0.48276287317276 0.572421133518219 0.587027907371521
5 01118300 0.7859512567520142 0.6534446477890015 0.6785842776298523 0.11683475226163864 0.5089285373687744 0.40829652547836304 0.940149188041687 0.40088656544685364 0.12282808870077133 0.7241420745849609 0.6041865944862366 0.46635666489601135 0.9552735090255737 0.5945250391960144 0.33461448550224304 0.4801556169986725 0.5592866539955139 0.816623866558075 0.898270308971405 0.40021565556526184 0.7533494830131531 0.8625184893608093 0.5493879318237305 0.6067386865615845 0.3633449673652649 0.7287250757217407 0.9226095080375671 0.3747716248035431 0.6039093732833862 0.6625353097915649
6 01121000 0.8112447261810303 0.6942611336708069 0.6411911845207214 0.1070094183087349 0.5796089768409729 0.4029846787452698 0.9184361100196838 0.4458346962928772 0.18035104870796204 0.7106099724769592 0.5682768225669861 0.46915265917778015 0.9528509974479675 0.5540837645530701 0.36026328802108765 0.49262627959251404 0.5751599073410034 0.7464242577552795 0.9150302410125732 0.3479820191860199 0.602262556552887 0.8133929967880249 0.5000144243240356 0.6145800352096558 0.46164998412132263 0.7433261871337891 0.9042753577232361 0.41079747676849365 0.5785510540008545 0.6410789489746094
7 01123000 0.7867020964622498 0.62339186668396 0.6140812635421753 0.16639943420886993 0.5282627940177917 0.43290406465530396 0.8942559957504272 0.37380021810531616 0.20324522256851196 0.6932971477508545 0.5298796892166138 0.49081000685691833 0.9208992719650269 0.5815889835357666 0.36631372570991516 0.5219432711601257 0.5655046105384827 0.7594205141067505 0.8666383624076843 0.38911882042884827 0.6453496217727661 0.7982311844825745 0.4857758581638336 0.5947539806365967 0.3769148588180542 0.6835978627204895 0.8806083798408508 0.3647080063819885 0.5405703186988831 0.5824423432350159
8 01134500 0.8343481421470642 0.7717534899711609 0.6439398527145386 0.1631099134683609 0.39565834403038025 0.3430887758731842 0.9783198237419128 0.283284991979599 0.29649290442466736 0.749836266040802 0.39615219831466675 0.4352681040763855 0.904949963092804 0.5839720964431763 0.33449941873550415 0.6705611348152161 0.568832278251648 0.9245635867118835 0.9273051619529724 0.5476379990577698 0.5725252032279968 0.9050903916358948 0.5226682424545288 0.5287635326385498 0.32188230752944946 0.7695043087005615 0.9050000905990601 0.5551822781562805 0.5928506851196289 0.6469356417655945
9 01137500 0.869467556476593 0.7690209746360779 0.5958852171897888 0.1406564861536026 0.42569199204444885 0.2877430021762848 0.9763670563697815 0.2084389179944992 0.3042701482772827 0.7985960245132446 0.4127182364463806 0.5436936020851135 0.9062675833702087 0.6571326851844788 0.27039995789527893 0.6856539249420166 0.6119176745414734 0.9443270564079285 0.9454328417778015 0.5215958952903748 0.5548295378684998 0.9081467986106873 0.5156328678131104 0.4644916355609894 0.23597939312458038 0.7265064120292664 0.88302081823349 0.5720714926719666 0.5764836072921753 0.6557976007461548
